file,sheet,field,dtype,non_null_rate,unique_count,sample_values_masked,possible_entity,possible_metric,notes
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,增量gmv,text_or_mixed,1.0000,54,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,在架天数5天以上sku数,text_or_mixed,0.6176,55,35 | 118 | 962,product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,日期_dt,date_candidate,0.9902,19,2025-09-17 00:00:00 | 2025-10-17 00:00:00 | 2025-09-26 00:00:00,,,date_range=2025-09-17..2026-05-19
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,参考月份_dt,date_candidate,0.9902,19,2025-10-17 00:00:00 | 2025-11-17 00:00:00 | 2025-10-26 00:00:00,,,date_range=2025-10-17..2026-06-19
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,月份_dt,date_candidate,0.9902,17,2026-05-01 00:00:00 | 2026-05-01 00:00:00 | 2026-05-01 00:00:00,,,date_range=2025-01-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,月份差,text_or_mixed,0.9902,22,7 | 6 | 7,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,简称,text_or_mixed,1.0000,22,江西古戈尔商贸 | 四川众恩德科技 | 成都天蕊贸易,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,供应商证件全称,text_or_mixed,1.0000,22,江西古戈尔商贸有限公司 | 四川众恩德科技有限公司 | 成都天蕊贸易有限公司,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,运营名称,text_or_mixed,0.0000,0,,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,一线品牌品类gmv,text_or_mixed,0.7745,70,78043.93 | 246644.21 | 162296.76,product,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,动销店数,text_or_mixed,0.8137,74,272 | 794 | 1488,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,分店GMV,text_or_mixed,0.8137,83,22401.9 | 90271.63 | 209784.72,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,新开有效,text_or_mixed,1.0000,2,无效 | 无效 | 无效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,非重点品gmv,text_or_mixed,0.7745,68,12227.70000000001 | 47186.60000000001 | 9318.799999999988,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,之前月份的非重点品峰值,text_or_mixed,1.0000,27,0 | 40898.06 | 73409.32999999996,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,之前月份的重点品峰值,text_or_mixed,1.0000,33,0 | 443561.94 | 485245.38,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,非重点品增量gmv,text_or_mixed,1.0000,32,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,重点品增量gmv,text_or_mixed,1.0000,38,0 | 0 | 0,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,保证金水平,text_or_mixed,1.0000,4,100000 | 100000 | 100000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,有效计件,text_or_mixed,1.0000,4,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,商业类型,text_or_mixed,1.0000,5,普通店 | 普通店 | 普通店,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,开店月份,date_candidate,1.0000,8,2025-08 | 2025-09 | 2025-09,,,date_range=2025-08-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,首单月份,date_candidate,1.0000,10,2025-09 | 2025-10 | 2025-09,,,date_range=2025-09-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业情况,增量分享标记,text_or_mixed,1.0000,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,供应商ID,text_or_mixed,1.0000,1,24732,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,月份,date_candidate,1.0000,1,2026-04,,,date_range=2026-04-01..2026-04-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,简称,text_or_mixed,1.0000,1,四川康福达医疗科技,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,状态,text_or_mixed,1.0000,1,有效,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,商务对接人,text_or_mixed,1.0000,1,高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,最新保证金水平,text_or_mixed,1.0000,1,20000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,过去保证金水平,text_or_mixed,1.0000,1,10000,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,过去有效计件,text_or_mixed,1.0000,1,0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-25_sub_高运.xlsx,新开商业补充保证金情况,补充新开系数,text_or_mixed,1.0000,1,0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,月份,date_candidate,1.0000,5,2026-04 | 2026-03 | 2026-02,,,date_range=2026-01-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,商务对接人,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,非重点品增量gmv,text_or_mixed,1.0000,5,47499.22000000004 | 17360.19 | 11516.68999999996,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,重点品增量gmv,text_or_mixed,1.0000,5,590020.43 | 212652.33 | 49572.48,,GMV,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,新开6个月内5万商家数,text_or_mixed,1.0000,3,5 | 5 | 4,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,开店商业数,text_or_mixed,0.8000,4,4 | 7 | 3,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,首单商业数,text_or_mixed,1.0000,3,5 | 4 | 1,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,品牌店开店商业数,text_or_mixed,0.4000,1,1 | 1,merchant_supplier;product,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,有效新开数,text_or_mixed,1.0000,5,0.4 | 0.6000000000000001 | 1.2,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,当月订单数,text_or_mixed,1.0000,5,66568 | 76348 | 62084,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,当月商家原因售后订单数,text_or_mixed,1.0000,5,1203 | 1440 | 1287,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,上月订单数,text_or_mixed,1.0000,5,76348 | 61139 | 85371,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,上月商家原因售后订单数,text_or_mixed,1.0000,5,1440 | 1279 | 1637,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,当月商家原因售后订单率,text_or_mixed,1.0000,5,<PHONE_MASKED> | <PHONE_MASKED> | 0.02072997873848334,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,上月商家原因售后订单率,text_or_mixed,1.0000,5,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,当月商家原因售后订单率环比,text_or_mixed,1.0000,5,<PHONE_MASKED> | -0.09840267639150191 | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,售后备注,text_or_mixed,1.0000,2,无事发生 | 无事发生 | 绩效扣除10%,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,补充新开系数,text_or_mixed,1.0000,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,新开系数,text_or_mixed,1.0000,5,0.4 | 0.6 | 1.2,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,对应每家计件奖金,text_or_mixed,1.0000,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,总体目标,破峰提成系数,text_or_mixed,1.0000,1,0 | 0 | 0,,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,月份,date_candidate,1.0000,18,202605 | 202601 | 202501,,,date_range=2024-12-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,商务对接人1,text_or_mixed,1.0000,1,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,当月订单数,text_or_mixed,1.0000,18,59984 | 85760 | 94405,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,当月商家原因售后订单数,text_or_mixed,1.0000,17,805 | 1643 | 3681,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,上月订单数,text_or_mixed,1.0000,18,66559 | 88085 | 103402,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,上月商家原因售后订单数,text_or_mixed,1.0000,18,1203 | 1815 | 3980,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,当月商家原因售后订单率,text_or_mixed,1.0000,18,<PHONE_MASKED> | <PHONE_MASKED> | <PHONE_MASKED>,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况统计,上月商家原因售后订单率,text_or_mixed,0.9444,17,<PHONE_MASKED> | 0.02060509734915139 | 0.03849055144001083,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,月份,date_candidate,1.0000,18,202506 | 202505 | 202605,,,date_range=2024-12-01..2026-05-01
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,供应商ID,text_or_mixed,1.0000,107,15756 | 3787 | 2245,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,供应商名称,text_or_mixed,1.0000,107,四川瑾辉医疗器械 | 蓉易购 | 蒙特生物,merchant_supplier,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,商业开店日期,date_candidate,1.0000,97,20231201 | 20200402 | 20180613,merchant_supplier,,date_range=2016-12-26..2026-05-18
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,当月订单数,text_or_mixed,1.0000,1016,550 | 134 | 440,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,上月订单数,text_or_mixed,1.0000,969,505 | 183 | 550,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,当月售后订单数,text_or_mixed,1.0000,240,30 | 16 | 14,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,上月售后订单数,text_or_mixed,1.0000,239,19 | 18 | 14,,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,当月商家原因售后订单数,text_or_mixed,1.0000,169,16 | 8 | 7,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,上月商家原因售后订单数,text_or_mixed,1.0000,168,9 | 13 | 11,merchant_supplier,订单,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,商务对接人,text_or_mixed,0.1291,5,高运 | 高运 | 高运,operator,,date_range=..
绩效与商家销售额汇总\01_绩效\非药商务绩效+热销价+商家进度统计_2026-05-28_sub_高运.xlsx,商业售后情况,供应商省份,text_or_mixed,1.0000,6,四川省 | 四川省 | 四川省,merchant_supplier;region,,date_range=..
